🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 270 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=54e0dacf3399330c start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🛣️ North setana Kingdom built roads to Empire of South chiofibara Kingdom (86 pixels)
🛣️ South ngotanene Kingdom built roads to Old zulamtanara Kingdom (144 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to North setana Kingdom (240 pixels)
🛣️ Ofingobar Kingdom built roads to New mazua Kingdom (120 pixels)
🛣️ Mamabarara Kingdom built roads to South ngotanene Kingdom (36 pixels)
🛣️ North chingoene Kingdom built roads to Empire of South setanbarene (120 pixels)
🛣️ South barofi Kingdom built roads to South lamkaa Kingdom (81 pixels)
🛣️ Ofingobar Kingdom built roads to Tantanu Kingdom (120 pixels)
🛣️ Tantanu Kingdom built roads to Empire of New ngozuene (192 pixels)
🛣️ Tanzukaa Kingdom built roads to Ofingobar Kingdom (108 pixels)
🛣️ Old seofichia Kingdom built roads to North setana Kingdom (144 pixels)
🛣️ New mazua Kingdom built roads to Tantanu Kingdom (72 pixels)
🏛️ New ashnin Kingdom changed from Kingdom to Empire
🛣️ Old zulamtanara Kingdom built roads to New mazua Kingdom (108 pixels)
🛣️ North setana Kingdom built roads to Kingdom of Tanngo (257 pixels)
🛣️ Tanzukaa Kingdom built roads to New mazua Kingdom (108 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Tanngo (361 pixels)
🛣️ South barofi Kingdom built roads to Mamabarara Kingdom (72 pixels)
🛣️ South ngotanene Kingdom built roads to New kangolamara Kingdom (132 pixels)
🛣️ New mazua Kingdom built roads to Old seofichia Kingdom (118 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to North seofiofia Tribe (118 pixels)
🛣️ Mamabarara Kingdom built roads to South barofikaene Kingdom (60 pixels)
🛣️ South ngotanene Kingdom built roads to Great zuzuseene Kingdom (60 pixels)
🛣️ Ofingobar Kingdom built roads to Old seofichia Kingdom (165 pixels)
🛣️ North chingoene Kingdom built roads to North tanlamofiu Kingdom (32 pixels)
🛣️ South ngochiu Kingdom built roads to Tanzukaa Kingdom (96 pixels)
🛣️ Great zuzuseene Kingdom built roads to Kingdom of Great lammaofi Kingdom (70 pixels)
🛣️ South barzutanu Tribe built roads to Great zuzuseene Kingdom (120 pixels)
🛣️ Tantanu Kingdom built roads to North setana Kingdom (96 pixels)
🛣️ Ofingobar Kingdom built roads to New mazua Kingdom (120 pixels)
🛣️ North setana Kingdom built roads to Empire of South chiofibara Kingdom (135 pixels)
🛣️ South ngochiu Kingdom built roads to Ofingobar Kingdom (132 pixels)
🛣️ Tanzukaa Kingdom built roads to New kamabarara Tribe (208 pixels)
🛣️ Old zulamtanara Kingdom built roads to New kangolamara Kingdom (84 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to New barsamum Kingdom (45 pixels)
🛣️ New mazua Kingdom built roads to Tantanu Kingdom (72 pixels)
🛣️ North zubarchia Kingdom built roads to Tanzukaa Kingdom (96 pixels)
🛣️ Old chiofilamara Kingdom built roads to Great zuzuseene Kingdom (48 pixels)
🛣️ Tantan Kingdom built roads to Empire of South chiofibara Kingdom (86 pixels)
🛣️ New kangolamara Kingdom built roads to New mazua Kingdom (120 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to Tantan Kingdom (240 pixels)
🛣️ Tantanu Kingdom built roads to Great chimaara Kingdom (100 pixels)
🛣️ North setana Kingdom built roads to Kingdom of Tanngo (326 pixels)
🛣️ North zubarchia Kingdom built roads to New sezuene Kingdom (144 pixels)
🛣️ South ngochiu Kingdom built roads to Great lambarofiu Kingdom (36 pixels)
🛣️ Tanzukaa Kingdom built roads to Ofingobar Kingdom (108 pixels)
🛣️ Ofingobar Kingdom built roads to Tantanu Kingdom (120 pixels)
🛣️ Tantan Kingdom built roads to Kingdom of Tanngo (257 pixels)
🛣️ Old seofichia Kingdom built roads to Tantan Kingdom (144 pixels)
🛣️ North zubarchia Kingdom built roads to South ngochiu Kingdom (168 pixels)
🛣️ New kangolamara Kingdom built roads to New ngose Tribe (156 pixels)
🛣️ New mazua Kingdom built roads to Old zulamtanara Kingdom (108 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Great lammaofi Kingdom (167 pixels)
🛣️ South ngochiu Kingdom built roads to Sechiene Kingdom (96 pixels)
🛣️ Tantan Kingdom built roads to Kingdom of North ninkalkalum (116 pixels)
🛣️ South ofizuchiara Kingdom built roads to Old sengochiu Tribe (65 pixels)
🛣️ North setana Kingdom built roads to Kingdom of North ninkalkalum (170 pixels)
🛣️ Ofingobar Kingdom built roads to Great zuofiene Kingdom (132 pixels)
🛣️ Old chiofilamara Kingdom built roads to Old tanofiene Tribe (60 pixels)
🛣️ New kangolamara Kingdom built roads to Great zukaa Kingdom (158 pixels)
🛣️ Sechiene Kingdom built roads to Tanzukaa Kingdom (96 pixels)
🛣️ Tanzukaa Kingdom built roads to New mazua Kingdom (108 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Old ninkalad (103 pixels)
🛣️ North setana Kingdom built roads to Old seofichia Kingdom (48 pixels)
🛣️ Tantan Kingdom built roads to North setana Kingdom (96 pixels)
🛣️ South ngotanene Kingdom built roads to Old tanofiene Tribe (48 pixels)
🛣️ New mazua Kingdom built roads to Great zukaa Kingdom (192 pixels)
🛣️ Great zukaa Kingdom built roads to New ngose Tribe (145 pixels)
🛣️ Kingdom of New belnagrad built roads to New beltervia Tribe (37 pixels)
🛣️ Mamabarara Kingdom built roads to Old tanofiene Tribe (60 pixels)
🛣️ New beltervia Tribe built roads to Ransolromstan Kingdom (53 pixels)
🛣️ Ransolromstan Kingdom built roads to Empire of Great viaviastan (43 pixels)
🛣️ Empire of South ngomabar Kingdom built roads to Kingdom of North ninkalkalum (55 pixels)
🛣️ Great zuzuseene Kingdom built roads to South ofizuchiara Kingdom (30 pixels)
🛣️ Old tanofiene Tribe built roads to South chibar Tribe (91 pixels)
🛣️ South ofizuchiara Kingdom built roads to Old tanofiene Tribe (42 pixels)
🏛️ New kusaya Tribe changed from Chiefdom to Kingdom
🛣️ Great lornaia Tribe built roads to South ranvialorgrad Tribe (59 pixels)
🛣️ South barofi Kingdom built roads to Old tanofiene Tribe (60 pixels)
🛣️ New mazua Kingdom built roads to New barngoma Kingdom (108 pixels)
🛣️ Great zuzuseene Kingdom built roads to Old tanofiene Tribe (12 pixels)
🛣️ Ofingobar Kingdom built roads to New mazua Kingdom (120 pixels)
🛣️ Great zukaa Kingdom built roads to Tanzukaa Kingdom (84 pixels)
🛣️ Sechiene Kingdom built roads to North zubarchia Kingdom (72 pixels)
🏛️ Kingdom of Great lammaofi Kingdom changed from Kingdom to Empire
🛣️ South ngochiu Kingdom built roads to Tanzukaa Kingdom (96 pixels)
🛣️ Tanzukaa Kingdom built roads to North zubarchia Kingdom (96 pixels)
🛣️ Empire of South ngomabar Kingdom built roads to North seofiofia Tribe (118 pixels)
🛣️ Great ngokatanu Kingdom built roads to South ngochiu Kingdom (82 pixels)
🛣️ South ngochiu Kingdom built roads to Ofingobar Kingdom (36 pixels)
🛣️ New barngoma Kingdom built roads to Tanzukaa Kingdom (24 pixels)
🛣️ Tantanu Kingdom built roads to Great lambarofiu Kingdom (120 pixels)
🛣️ Sechiene Kingdom built roads to Great ngokatanu Kingdom (42 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to New barsamum Kingdom (45 pixels)
🛣️ Great zukaa Kingdom built roads to New sezuene Kingdom (48 pixels)
🛣️ Sechiene Kingdom built roads to Tanzukaa Kingdom (96 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to North setana Kingdom (120 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Empire of North ofiofia (72 pixels)
🛣️ New barngoma Kingdom built roads to South ngochiu Kingdom (72 pixels)
🛣️ North setana Kingdom built roads to Kingdom of North kangoara Kingdom (115 pixels)
🛣️ South ngochiu Kingdom built roads to Sechiene Kingdom (96 pixels)
🛣️ Old seofichia Kingdom built roads to North tanchi Kingdom (48 pixels)
🛣️ Great ngokatanu Kingdom built roads to North ngokau Kingdom (58 pixels)
🛣️ Sechiene Kingdom built roads to Old chisechi Tribe (61 pixels)
🛣️ Great zukaa Kingdom built roads to Empire of Old lamchizuu (12 pixels)
🛣️ Sechiene Kingdom built roads to Empire of Old lamchizuu (72 pixels)
🛣️ Kingdom of South viadusquiland built roads to Kingdom of North garvia (55 pixels)
🛣️ North setana Kingdom built roads to Kingdom of Tanngo (250 pixels)
🛣️ South ngochiu Kingdom built roads to Old zuofiene Tribe (12 pixels)
🛣️ Great ngokatanu Kingdom built roads to Old chisechi Tribe (58 pixels)
🛣️ Great maseu Kingdom built roads to Kingdom of Great lammaofi Kingdom (56 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to North tanchi Kingdom (120 pixels)
🛣️ Great zuzuseene Kingdom built roads to Great maseu Kingdom (84 pixels)
🛣️ Old seofichia Kingdom built roads to Great maseu Kingdom (96 pixels)
🛣️ Kingdom of South viadusquiland built roads to Kingdom of Viabelzen (80 pixels)
🛣️ Old chiofilamara Kingdom built roads to Great maseu Kingdom (48 pixels)
🛣️ Sechiene Kingdom built roads to Great ngokatanu Kingdom (42 pixels)
🛣️ Old zulamtanara Kingdom built roads to Great maseu Kingdom (60 pixels)
🛣️ Ransolromstan Kingdom built roads to Solrannaland Kingdom (52 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to Kingdom of North kangoara Kingdom (167 pixels)
🛣️ North setana Kingdom built roads to Kingdom of North ninkalkalum (162 pixels)
🛣️ Solrannaland Kingdom built roads to Empire of Great viaviastan (24 pixels)
🛣️ Kingdom of South tolteoco built roads to Kingdom of Great chiteoitz (28 pixels)
🛣️ North setana Kingdom built roads to Empire of Old tankabara Kingdom (48 pixels)
🛣️ Empire of Great viaviastan built roads to New beltervia Tribe (37 pixels)
🛣️ Kingdom of South tolteoco built roads to Old teochitan Kingdom (58 pixels)
🛣️ North setana Kingdom built roads to Old seofichia Kingdom (48 pixels)
🛣️ Empire of Great viaviastan built roads to Ransolromstan Kingdom (37 pixels)
🛣️ Great zukaa Kingdom built roads to New sengoa Kingdom (48 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Bararum Kingdom (83 pixels)
🛣️ Sechiene Kingdom built roads to South lamngoara Kingdom (61 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to South selamara Tribe (117 pixels)
🛣️ Great ngokatanu Kingdom built roads to South lamngoara Kingdom (58 pixels)
🛣️ Empire of Old tankabara Kingdom built roads to Maseofi Kingdom (120 pixels)
🛣️ Empire of Old zuofitanu built roads to Bararum Kingdom (115 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to Kingdom of Great malamofiu Kingdom (108 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to North seofiofia Tribe (56 pixels)
🛣️ Kingdom of Great malamofiu Kingdom built roads to South matan Kingdom (36 pixels)
🛣️ South ofimachi Kingdom built roads to Kingdom of North kangoara Kingdom (120 pixels)
🛣️ Empire of Old tankabara Kingdom built roads to South matan Kingdom (48 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Tantan Kingdom (103 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to North maka Tribe (117 pixels)
🛣️ Ransolromstan Kingdom built roads to Garnagrad Kingdom (41 pixels)
🛣️ Tantan Kingdom built roads to Bararum Kingdom (68 pixels)
🛣️ North seofiofia Tribe built roads to South ofimachi Kingdom (32 pixels)
🛣️ Empire of Old zuofitanu built roads to Kingdom of North kangoara Kingdom (124 pixels)
🛣️ South matan Kingdom built roads to Kingdom of North kangoara Kingdom (136 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to Kingdom of Great malamofiu Kingdom (108 pixels)
🛣️ North tanbaru Kingdom built roads to Kingdom of North kangoara Kingdom (57 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Kingdom of North ninkalkalum (94 pixels)
🛣️ New beltervia Tribe built roads to Garnagrad Kingdom (35 pixels)
🛣️ Empire of Old zuofitanu built roads to Kingdom of Tanngo (257 pixels)
🛣️ Empire of Great viaviastan built roads to Ransolromstan Kingdom (37 pixels)
🛣️ Sechiene Kingdom built roads to Ngosengoene Kingdom (76 pixels)
🛣️ South ofimachi Kingdom built roads to Kingdom of Great lammaofi Kingdom (46 pixels)
🛣️ Empire of Old tankabara Kingdom built roads to Tantan Kingdom (123 pixels)
🛣️ Empire of Maseka Kingdom built roads to New sengoa Kingdom (96 pixels)
🛣️ Empire of Old zuofitanu built roads to Kingdom of North ninkalkalum (116 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to North seofiofia Tribe (118 pixels)
🛣️ Tantan Kingdom built roads to South matan Kingdom (48 pixels)
🛣️ North seofiofia Tribe built roads to North tanbaru Kingdom (104 pixels)
🛣️ Garnagrad Kingdom built roads to Empire of Great viaviastan (36 pixels)
🛣️ South matan Kingdom built roads to Kingdom of Tanngo (250 pixels)
🛣️ North tanbaru Kingdom built roads to Kingdom of North ninkalkalum (157 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to North seofiofia Tribe (56 pixels)
🛣️ Empire of Great viaviastan built roads to Solrannaland Kingdom (24 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to New barsamum Kingdom (45 pixels)
🛣️ Tantan Kingdom built roads to North tanbaru Kingdom (84 pixels)
🛣️ Kingdom of Great malamofiu Kingdom built roads to North tanbaru Kingdom (36 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Empire of Old zuofitanu (103 pixels)
🛣️ Great zukaa Kingdom built roads to New mazua Kingdom (192 pixels)
🛣️ South matan Kingdom built roads to Kingdom of North ninkalkalum (162 pixels)
🛣️ South ofimachi Kingdom built roads to North tanbaru Kingdom (95 pixels)
🛣️ Kingdom of Great semama Kingdom built roads to Old zukaene Kingdom (96 pixels)
🛣️ North tanbaru Kingdom built roads to South matan Kingdom (72 pixels)
🛣️ Great zukaa Kingdom built roads to Empire of Maseka Kingdom (84 pixels)
🛣️ New kangolamara Kingdom built roads to New ngongo Kingdom (108 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Tantan Kingdom (57 pixels)
🛣️ New ofitan Tribe built roads to North tanbaru Kingdom (336 pixels)
🛣️ Empire of Maseka Kingdom built roads to Great ofimabarene Kingdom (96 pixels)
🛣️ New ngongo Kingdom built roads to Kakabaru Tribe (96 pixels)
🛣️ South matan Kingdom built roads to Empire of Old zuofitanu (48 pixels)
🛣️ Empire of Old zuofitanu built roads to Kingdom of Great semama Kingdom (96 pixels)
🏛️ Old ayaayasuyu Kingdom changed from Kingdom to Empire
🛣️ Kingdom of Great lammaofi Kingdom built roads to Great zuzuseene Kingdom (72 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Bararum Kingdom (83 pixels)
🛣️ Great chiteocal Kingdom built roads to Kingdom of Yucmix (43 pixels)
🛣️ Great zukaa Kingdom built roads to New kangolamara Kingdom (168 pixels)
🛣️ Great zukaa Kingdom built roads to New sengoa Kingdom (48 pixels)
🛣️ New ngongo Kingdom built roads to Great zukaa Kingdom (132 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to South matan Kingdom (154 pixels)
🛣️ Empire of Old chikaara Kingdom built roads to Tantan Kingdom (144 pixels)
🛣️ Great chiteocal Kingdom built roads to Great qoritupa Kingdom (120 pixels)
🛣️ Empire of Old chikaara Kingdom built roads to Great maseu Kingdom (60 pixels)
🛣️ New ngongo Kingdom built roads to New sengoa Kingdom (84 pixels)
🛣️ Great zukaa Kingdom built roads to Great ofimabarene Kingdom (12 pixels)
🛣️ Kingdom of North kangoara Kingdom built roads to Kingdom of Great barashum (116 pixels)
🛣️ Kingdom of South kabarmaa Kingdom built roads to Empire of Old sambelbelum (116 pixels)
🛣️ Great chiteocal Kingdom built roads to Great qorisuyuyu Kingdom (48 pixels)
🛣️ Empire of Maseka Kingdom built roads to Ngosengoene Kingdom (96 pixels)
🛣️ Great chiteocal Kingdom built roads to Intiqoriayayu Kingdom (72 pixels)
🛣️ Great zukaa Kingdom built roads to Empire of South ngongomaara (72 pixels)
🛣️ South ngochiu Kingdom built roads to Ngosengoene Kingdom (96 pixels)
🛣️ Empire of New chikaofi Kingdom built roads to Empire of South ngongomaara (117 pixels)
🛣️ Kingdom of South belninan built roads to Kingdom of South ashkaleshan (33 pixels)
🛣️ Kingdom of South belninan built roads to Kingdom of Bararad (74 pixels)
🛣️ Kingdom of Viabelzen built roads to Kingdom of Kantanvinagar (192 pixels)
🛣️ Empire of Tantanara Kingdom built roads to New sengoa Kingdom (68 pixels)
🛣️ Kingdom of South belninan built roads to South urbararan Tribe (34 pixels)
🛣️ Kingdom of Temnahan built roads to Kingdom of Great tolchico (48 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of Old tamur (60 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of New arkalninum (38 pixels)
🛣️ Kingdom of North urashad built roads to South eshkalbelan (12 pixels)
🛣️ Kingdom of Rommarland built roads to Kingdom of Romquigrad (94 pixels)
🛣️ Kingdom of South belninan built roads to Kingdom of South areshurad (34 pixels)
🛣️ Kingdom of Rommarland built roads to Kingdom of South garterdusia (82 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of Bararad (47 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of New eshbeltam (92 pixels)
🛣️ Kingdom of Rommarland built roads to Republic of Dusvialinia (60 pixels)
🛣️ Kingdom of Old tamur built roads to South eshkalbelan (79 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of North ninkalan (22 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of South kalash (72 pixels)
🛣️ Kingdom of Old tamur built roads to Kingdom of New eshbeltam (44 pixels)
🛣️ Kingdom of Rommarland built roads to North naquilinia Kingdom (40 pixels)
🛣️ Kingdom of Old tamur built roads to Kingdom of North ninkalan (36 pixels)
🛣️ Kingdom of North urashad built roads to Empire of New tamkal (84 pixels)
🛣️ Kingdom of South ashkaleshan built roads to Kingdom of South areshurad (25 pixels)
🛣️ Kingdom of New eshtamum built roads to Kingdom of South eshsambelan (58 pixels)
🛣️ Kingdom of South garterdusia built roads to Kingdom of North nanagrad (72 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of New eshtamum (31 pixels)
🛣️ Kingdom of Rommarland built roads to Empire of North quisolmaria (39 pixels)
🛣️ Kingdom of South garterdusia built roads to Kingdom of Linmarbelstan (70 pixels)
🛣️ Kingdom of Old tamur built roads to Empire of New tamkal (24 pixels)
🛣️ Kingdom of South ashkaleshan built roads to Kingdom of Bararad (70 pixels)
🛣️ Kingdom of Old tamur built roads to Kingdom of Great kaleshar (50 pixels)
🛣️ Kingdom of New eshtamum built roads to Kingdom of Bararad (54 pixels)
🛣️ Kingdom of North urashad built roads to Kingdom of Great kaleshar (70 pixels)
🛣️ Kingdom of South ashkaleshan built roads to Kingdom of North barbarbelum (40 pixels)
🛣️ Kingdom of South garterdusia built roads to Kingdom of Great viarankingrad (108 pixels)
🛣️ Kingdom of South ashkaleshan built roads to Old urbaresh Kingdom (48 pixels)
🛣️ Kingdom of New eshtamum built roads to Kingdom of South tamsamur (72 pixels)
🛣️ Kingdom of North urashad built roads to Empire of North nineshan (123 pixels)
🛣️ Kingdom of North urashad built roads to Republic of New tamtam (72 pixels)
🛣️ Kingdom of South tolteoco built roads to Kingdom of South rumintillaq (80 pixels)
🛣️ Kingdom of South garterdusia built roads to Republic of Dusvialinia (31 pixels)
🛣️ Kingdom of South tolteoco built roads to Kingdom of Great suyupachyu (58 pixels)
🛣️ Kingdom of South garterdusia built roads to North naquilinia Kingdom (42 pixels)
🛣️ Kingdom of North ninkalan built roads to South eshkalbelan (52 pixels)
🛣️ Kingdom of North chiteocalan Kingdom built roads to Kingdom of Great kuspachsuyumarca (120 pixels)
🛣️ Kingdom of South garterdusia built roads to New rankinromstan Kingdom (36 pixels)
🛣️ Kingdom of South lamlamene Kingdom built roads to Empire of North lambaru (16 pixels)
🛣️ Kingdom of North zumaa Kingdom built roads to Tanofimaara Tribe (140 pixels)
🏛️ Old minliweiguo changed from Chiefdom to Kingdom
🛣️ South matan Kingdom built roads to Kingdom of Kalammaene (168 pixels)
🛣️ Kingdom of Great eshtamad built roads to Kingdom of South eshsambelan (82 pixels)
🛣️ Kingdom of Great malamofiu Kingdom built roads to Kingdom of Kalammaene (168 pixels)
🛣️ Kingdom of North chiteocalan Kingdom built roads to Kingdom of Kuskusmarca (72 pixels)
🛣️ Kingdom of Great eshtamad built roads to Kingdom of Arninsaman (89 pixels)
🛣️ Kingdom of New tanngoara Kingdom built roads to Kingdom of North zumaa Kingdom (48 pixels)
🛣️ Kingdom of North chitemcalpan built roads to Kingdom of New llaqtupqori (36 pixels)
🛣️ Kingdom of South survar built roads to Kingdom of Kanmit (126 pixels)
🛣️ Kingdom of Great eshtamad built roads to South eshkalbelan (34 pixels)
🛣️ Kingdom of North chitemcalpan Kingdom built roads to Kingdom of South rumintillaq (50 pixels)
🛣️ Kingdom of South survar built roads to Empire of North dravarmitdesh (88 pixels)
🛣️ Kingdom of North chitemcalpan Kingdom built roads to Kingdom of Great kustupa (24 pixels)
🛣️ Kingdom of South survar built roads to Kingdom of North tannaltanpur (97 pixels)
🛣️ Kingdom of North chitemcalpan Kingdom built roads to Kingdom of North pachtupintina (102 pixels)
🛣️ Kingdom of Great eshtamad built roads to Kingdom of North barbarbelum (17 pixels)
🛣️ Old urbaresh Kingdom built roads to Kingdom of Arninsaman (21 pixels)
🛣️ Kingdom of South survar built roads to Kingdom of Old surmitvia (86 pixels)
Wrote C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v13\seed_5\run_summary.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v13\seed_5\timeseries.csv, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v13\seed_5\run_meta.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v13\seed_5\violations.json
COMMAND:
/mnt/c/WS/WorldSimulation10028/out/cmake/release/bin/worldsim_cli.exe --seed 5 --config C:\WS\WorldSimulation10028\data\sim_config.toml --startYear -5000 --endYear 2025 --checkpointEveryYears 50 --outDir C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v13\seed_5 --techUnlockLog C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v13\seed_5\tech_unlocks.csv --techUnlockLogIncludeInitial 1 --useGPU 0

