🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 358 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=54e0dacf3399330c start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🛣️ Great lamselamene Kingdom built roads to New kango Tribe (97 pixels)
🛣️ North ofibar Kingdom built roads to Empire of North barchiara (108 pixels)
🛣️ Old sebaru Kingdom built roads to Malamene Kingdom (156 pixels)
🛣️ New lamsesea Kingdom built roads to Barmazu Kingdom (108 pixels)
🛣️ Great tanchiara Kingdom built roads to New lamsesea Kingdom (108 pixels)
🛣️ Zuzutan Kingdom built roads to South kakachia Kingdom (48 pixels)
🛣️ North ofibar Kingdom built roads to South chichia Kingdom (84 pixels)
🛣️ South ngozubarene Kingdom built roads to South mangoma Kingdom (168 pixels)
🛣️ South kakachia Kingdom built roads to South ngozubarene Kingdom (84 pixels)
🛣️ North ofimabarene Kingdom built roads to Old sebaru Kingdom (96 pixels)
🛣️ South mangoma Kingdom built roads to North lamchiene Tribe (120 pixels)
🛣️ North ofibar Kingdom built roads to South ngozubarene Kingdom (168 pixels)
🛣️ Empire of North barchiara built roads to New ofilam Kingdom (36 pixels)
🛣️ Zuzutan Kingdom built roads to North ofibar Kingdom (156 pixels)
🛣️ South kakachia Kingdom built roads to Malamene Kingdom (144 pixels)
🛣️ Old sebaru Kingdom built roads to Zuzutan Kingdom (36 pixels)
🛣️ Great lamselamene Kingdom built roads to South mangoma Kingdom (168 pixels)
🛣️ South ngozubarene Kingdom built roads to Great lamselamene Kingdom (120 pixels)
🛣️ North ofimabarene Kingdom built roads to Zuzutan Kingdom (84 pixels)
🛣️ North ofibar Kingdom built roads to Old zukaofi Kingdom (156 pixels)
🛣️ New lamsesea Kingdom built roads to South mangoma Kingdom (84 pixels)
🛣️ South mangoma Kingdom built roads to Malamene Kingdom (84 pixels)
🛣️ Zuzutan Kingdom built roads to South ngozubarene Kingdom (84 pixels)
🛣️ Great ofingo Tribe built roads to North machiu Kingdom (204 pixels)
🛣️ Old sebaru Kingdom built roads to South kakachia Kingdom (84 pixels)
🛣️ South ngozubarene Kingdom built roads to Old zuzu Kingdom (72 pixels)
🛣️ Empire of North barchiara built roads to Great mangolama Tribe (286 pixels)
🛣️ South ngozubarene Kingdom built roads to Old zukaofi Kingdom (60 pixels)
🛣️ Great lamselamene Kingdom built roads to New ngoofikaene Kingdom (132 pixels)
🛣️ South kakachia Kingdom built roads to North machiu Kingdom (96 pixels)
🛣️ Empire of North barchiara built roads to South chichia Kingdom (120 pixels)
🛣️ Great lamselamene Kingdom built roads to Great tanchiara Kingdom (120 pixels)
🛣️ New lamsesea Kingdom built roads to Great lamselamene Kingdom (84 pixels)
🛣️ North machiu Kingdom built roads to South mangoma Kingdom (84 pixels)
🛣️ South kandranal Tribe built roads to Great drakana (200 pixels)
🛣️ Old varkanpur Tribe built roads to South kandranal Tribe (70 pixels)
🛣️ Old tannaltanpur Tribe built roads to Old varkanpur Tribe (37 pixels)
🛣️ Kingdom of Matanara built roads to North ofimabarene Kingdom (65 pixels)
🛣️ Empire of North barchiara built roads to North sengozuu Kingdom (180 pixels)
🛣️ New lamsesea Kingdom built roads to Old zuzu Kingdom (84 pixels)
🛣️ Empire of North barchiara built roads to New sezuene Kingdom (36 pixels)
🛣️ South mangoma Kingdom built roads to North tanlamkau Tribe (132 pixels)
🛣️ South ngozubarene Kingdom built roads to Old chibartanene Kingdom (60 pixels)
🛣️ Great lamselamene Kingdom built roads to Empire of Tantantan (146 pixels)
🛣️ North tanlamkau Tribe built roads to Great lamselamene Kingdom (60 pixels)
🛣️ Empire of Tantantan built roads to Old zuzu Kingdom (100 pixels)
🛣️ New lamsesea Kingdom built roads to North tanlamkau Tribe (48 pixels)
🛣️ North machiu Kingdom built roads to Kingdom of Old lamlam (84 pixels)
🛣️ South ngozubarene Kingdom built roads to North tanlamkau Tribe (60 pixels)
🛣️ Zuzutan Kingdom built roads to Kingdom of Old lamlam (36 pixels)
🛣️ Great lornaia Tribe built roads to South belbellingrad Tribe (59 pixels)
🛣️ North ofimabarene Kingdom built roads to Kingdom of Old lamlam (96 pixels)
🛣️ Great tanchiara Kingdom built roads to Old zuzu Kingdom (120 pixels)
🏛️ New barngoma Kingdom changed from Kingdom to Empire
🛣️ South kandranal Tribe built roads to Old tannaltanpur Tribe (36 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to New barngoma Kingdom (211 pixels)
🛣️ Great lamselamene Kingdom built roads to New ngoofikaene Kingdom (108 pixels)
🛣️ North tanlamkau Tribe built roads to Old zuzu Kingdom (60 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to Kingdom of South ramitnagar (60 pixels)
🛣️ Great lamselamene Kingdom built roads to South ngozubarene Kingdom (72 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to Kingdom of Great survarvidesh (48 pixels)
🛣️ Great lamselamene Kingdom built roads to Old zukaofi Kingdom (84 pixels)
🛣️ Great lamselamene Kingdom built roads to Old chibartanene Kingdom (60 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to Kingdom of North mitnalnagar (96 pixels)
🏛️ New kalsambar Kingdom changed from Kingdom to Empire
🛣️ Empire of Great machilamara Kingdom built roads to North zuzubar Kingdom (167 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to New surnala Kingdom (60 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to Great arbarar Kingdom (125 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to Barzuara Kingdom (167 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to Kingdom of Old drasha (60 pixels)
🛣️ Great lamselamene Kingdom built roads to Old zuzu Kingdom (48 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to Kingdom of South tanvidrapur (84 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to Kingdom of South vartanshaa (72 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to New eshasharum Kingdom (105 pixels)
🛣️ Kingdom of Old nahitztem built roads to Kingdom of New itzcalitzan (59 pixels)
🛣️ Kingdom of South sursharadesh Kingdom built roads to South surkanshadesh Kingdom (120 pixels)
🛣️ Empire of Old dussolbelland built roads to New nazenviastan Kingdom (81 pixels)
🛣️ Great zulamlama Kingdom built roads to North zukau Kingdom (36 pixels)
🛣️ Empire of Old zuse built roads to Kingdom of Great tanngo (108 pixels)
🏛️ Empire of Great machilamara Kingdom changed from Kingdom to Empire
🛣️ North zukau Kingdom built roads to Empire of Old zuse (84 pixels)
🛣️ Empire of Old zuse built roads to Kingdom of Great chichichiene (98 pixels)
🛣️ Empire of Old dussolbelland built roads to New lorlinia Kingdom (101 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to North kachise Kingdom (150 pixels)
🛣️ Empire of Old zuse built roads to Kingdom of North kachiene (132 pixels)
🛣️ Empire of Old zuse built roads to Kingdom of North barngolamene (72 pixels)
🛣️ Empire of Old zuse built roads to Empire of South chibarofi (108 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to Old katana Kingdom (142 pixels)
🛣️ Empire of Old dussolbelland built roads to South terquidusgrad Kingdom (154 pixels)
🛣️ Empire of Old zuse built roads to Great zulamlama Kingdom (97 pixels)
🛣️ Xocitzpan Kingdom built roads to Caltolitzco Kingdom (24 pixels)
🛣️ New mixtolan Kingdom built roads to Kingdom of Great kusqorisuyuyu (144 pixels)
🛣️ New caltemtem Kingdom built roads to Kingdom of New itzcalitzan (17 pixels)
🏛️ New tuppachna Kingdom changed from Kingdom to Empire
🛣️ New mixtolan Kingdom built roads to Caltolitzco Kingdom (48 pixels)
🛣️ Empire of North mangoa built roads to Sengou Kingdom (72 pixels)
🗡️💀 Empire of Great machilamara Kingdom COMPLETELY ANNIHILATES North kachise Kingdom!
   📊 Absorbed 253407 people and 0 territory!
🛣️ North ofimabarene Kingdom built roads to North machiu Kingdom (180 pixels)
🛣️ New caltemtem Kingdom built roads to Caltolitzco Kingdom (37 pixels)
🛣️ Xocitzpan Kingdom built roads to New caltemtem Kingdom (25 pixels)
🛣️ Empire of Tantantan built roads to Empire of Great machilamara Kingdom (107 pixels)
🛣️ Sengou Kingdom built roads to Empire of Great machilamara Kingdom (182 pixels)
🛣️ Empire of Old zuse built roads to Great maka Kingdom (72 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to New maofizua Kingdom (24 pixels)
🛣️ New mixtolan Kingdom built roads to Great toltemtempan Kingdom (48 pixels)
🛣️ Xocitzpan Kingdom built roads to Old mixtol Kingdom (67 pixels)
🛣️ Empire of Old dussolbelland built roads to Kingdom of South minhanrenling (154 pixels)
🛣️ New lorlinia Kingdom built roads to Kingdom of New lorvialand Kingdom (48 pixels)
🛣️ Old mixtol Kingdom built roads to Kingdom of Great kusqorisuyuyu (168 pixels)
🛣️ Sengou Kingdom built roads to Kingdom of New ofichitanara (108 pixels)
🛣️ Empire of Tantantan built roads to Great tanchiara Kingdom (56 pixels)
🛣️ Sengou Kingdom built roads to Empire of Tantantan (87 pixels)
🛣️ New mixtolan Kingdom built roads to Old mixtol Kingdom (69 pixels)
🛣️ Old mixtol Kingdom built roads to Caltolitzco Kingdom (77 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to Kingdom of South areshashum (73 pixels)
🛣️ New lorlinia Kingdom built roads to New nazenviastan Kingdom (36 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to Great eshninar Kingdom (58 pixels)
🛣️ Empire of Tantantan built roads to Old zuzu Kingdom (100 pixels)
🛣️ New lorlinia Kingdom built roads to South nanagrad Kingdom (12 pixels)
🛣️ Sengou Kingdom built roads to Empire of New kakangou (108 pixels)
🛣️ New mixtolan Kingdom built roads to Old mixteotan Kingdom (36 pixels)
🛣️ Sengou Kingdom built roads to Old zuzu Kingdom (24 pixels)
🏛️ Empire of Great machilamara Kingdom changed from Empire to Dictatorship
🏛️ Empire of Great machilamara Kingdom changed from Dictatorship to Empire
🛣️ Old mixteotan Kingdom built roads to Kingdom of South qoriqoriqoriyu (132 pixels)
🛣️ Old mixteotan Kingdom built roads to Great toltemtempan Kingdom (45 pixels)
🛣️ South nanagrad Kingdom built roads to Kingdom of New lorvialand Kingdom (36 pixels)
🏛️ Kingdom of New belzengrad changed from Kingdom to Empire
🛣️ Kingdom of Ramitshapur built roads to Kingdom of Kanranagar (24 pixels)
🛣️ Kingdom of Great tolyuccaltan built roads to Kingdom of Old nahitztem (28 pixels)
🛣️ Old mixteotan Kingdom built roads to North nahchico Kingdom (24 pixels)
🛣️ Kingdom of Ramitshapur built roads to Empire of New nalnal (24 pixels)
🛣️ Kingdom of Ramitshapur built roads to Kingdom of South nalmitnal (88 pixels)
🛣️ North nahchico Kingdom built roads to Kingdom of South qoriqoriqoriyu (156 pixels)
🛣️ North nahchico Kingdom built roads to Great toltemtempan Kingdom (71 pixels)
🛣️ Kingdom of Ramitshapur built roads to Kingdom of Shavikannagar (84 pixels)
🛣️ North nahchico Kingdom built roads to Kingdom of North nahteotan (58 pixels)
🛣️ Kingdom of Old samkalad built roads to South belashur Tribe (50 pixels)
🛣️ North nahchico Kingdom built roads to Yucteoteoan Kingdom (55 pixels)
🛣️ Kingdom of Old samkalad built roads to North ursamar (34 pixels)
🛣️ Kingdom of North arasharan built roads to North ursamar (79 pixels)
🛣️ Kingdom of New calcalpan built roads to Kingdom of New teochipan (46 pixels)
🛣️ Kingdom of Old samkalad built roads to Kingdom of Samururad (89 pixels)
🛣️ Kingdom of South tamkalar built roads to Great tamninar Tribe (44 pixels)
🛣️ Kingdom of South tamkalar built roads to Kingdom of North ninkalan (36 pixels)
🛣️ Kingdom of Old samkalad built roads to Kingdom of Urninsam (86 pixels)
🛣️ Kingdom of South tamkalar built roads to Kingdom of South urursaman (48 pixels)
🛣️ South barurar Kingdom built roads to Kingdom of Old samkalad (54 pixels)
🛣️ Kingdom of South tamkalar built roads to Kingdom of Urninsam (46 pixels)
🛣️ South barurar Kingdom built roads to Kingdom of Urninsam (62 pixels)
🛣️ Kingdom of Old samkalad built roads to Kingdom of Old samkalan (69 pixels)
🛣️ South barurar Kingdom built roads to Kingdom of New ursaman (36 pixels)
🛣️ Kingdom of South tamkalar built roads to Kingdom of Great ureshsamar (60 pixels)
🛣️ Kingdom of Old samkalad built roads to South belkalesh Kingdom (36 pixels)
🛣️ Kingdom of Old samkalan built roads to Kingdom of New beltaman (33 pixels)
🛣️ Kingdom of Ninbaran built roads to Kingdom of Old samkalad (99 pixels)
🛣️ Caltolitzco Kingdom built roads to Great toltemtempan Kingdom (72 pixels)
🛣️ Kingdom of Old samkalad built roads to Kingdom of New ursaman (36 pixels)
🛣️ Kingdom of Old samkalan built roads to Kingdom of Samururad (34 pixels)
🛣️ Kingdom of South tamkalar built roads to Kingdom of South barbel (50 pixels)
🛣️ South barurar Kingdom built roads to Kingdom of Ninbaran (48 pixels)
🛣️ Kingdom of Ninbaran built roads to Kingdom of South areshashum (82 pixels)
🛣️ Kingdom of Old samkalad built roads to Kingdom of Great ureshsamar (46 pixels)
🛣️ Kingdom of New ursaman built roads to Kingdom of New beltaman (52 pixels)
🛣️ Great maka Kingdom built roads to Kingdom of Old tanka (108 pixels)
🛣️ South barurar Kingdom built roads to Kingdom of Old asharur (48 pixels)
🛣️ Kingdom of North dusdusdus built roads to Kingdom of Great lorlor (94 pixels)
🛣️ Great maka Kingdom built roads to Kingdom of New tanbarse (26 pixels)
🛣️ Kingdom of Ninbaran built roads to Kingdom of North samurad (36 pixels)
🛣️ Kingdom of Old samkalan built roads to Kingdom of New ursaman (58 pixels)
🛣️ Kingdom of North dusdusdus built roads to Kingdom of Dusgarviastan (48 pixels)
🛣️ Kingdom of North dusdusdus built roads to Kingdom of New quiranstan (46 pixels)
🛣️ Kingdom of North ninkalan built roads to North ursamar (52 pixels)
🛣️ Kingdom of Great ureshsamar built roads to North ursamar (12 pixels)
🛣️ Kingdom of North ninkalan built roads to Kingdom of Great ureshsamar (24 pixels)
🛣️ Kingdom of North dusdusdus built roads to Kingdom of South solviastan (46 pixels)
🛣️ Kingdom of Ninbaran built roads to Kingdom of Urninsam (60 pixels)
🛣️ Great maka Kingdom built roads to Kingdom of Great lammalamara (24 pixels)
🛣️ Great toltemtempan Kingdom built roads to Kingdom of North nahteotan (60 pixels)
🛣️ Kingdom of Great ureshsamar built roads to Kingdom of North kaltambarad (84 pixels)
🛣️ Kingdom of North dusdusdus built roads to Kingdom of Namar (43 pixels)
🛣️ Kingdom of Old eshbar built roads to Kingdom of South areshashum (35 pixels)
🛣️ Kingdom of Ninbaran built roads to Kingdom of North samur (45 pixels)
🛣️ Kingdom of Old eshbar built roads to Kingdom of North samurad (36 pixels)
🛣️ Kingdom of North ninururum built roads to Kingdom of Urninsam (34 pixels)
🛣️ Kingdom of Ninbaran built roads to Kingdom of Old asharur (24 pixels)
🛣️ Kingdom of Old eshbar built roads to Kingdom of Urninsam (108 pixels)
🛣️ Kingdom of North ninururum built roads to South belkalesh Kingdom (12 pixels)
🛣️ Kingdom of Ninbaran built roads to Kingdom of Old eshbar (48 pixels)
Wrote C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v11\seed_5\run_summary.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v11\seed_5\timeseries.csv, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v11\seed_5\run_meta.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v11\seed_5\violations.json
COMMAND:
/mnt/c/WS/WorldSimulation10028/out/cmake/release/bin/worldsim_cli.exe --seed 5 --config C:\WS\WorldSimulation10028\data\sim_config.toml --startYear -5000 --endYear 2025 --checkpointEveryYears 50 --outDir C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v11\seed_5 --techUnlockLog C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v11\seed_5\tech_unlocks.csv --techUnlockLogIncludeInitial 1 --useGPU 0

