🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 279 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=d6b8b14249873453 start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🏛️ South lindus Tribe changed from Tribal to City-State
🏛️ Great tanradesh Tribe changed from Tribal to Chiefdom
🏛️ Great shakannagar Tribe changed from Chiefdom to Kingdom
🏛️ Great taihantailing Tribe changed from Chiefdom to Kingdom
🏛️ Great rangarmarstan Tribe changed from Chiefdom to Kingdom
🏛️ Great dusgarsolstan Tribe changed from Chiefdom to Kingdom
🏛️ New solromzen Tribe changed from Tribal to City-State
🏛️ Old kazumaene Tribe changed from Chiefdom to Kingdom
🏛️ Chiofiene Tribe changed from Tribal to City-State
🏛️ South quisol Tribe changed from Chiefdom to Kingdom
🏛️ Great kindusia Tribe changed from Chiefdom to Kingdom
🏛️ Great rantersolstan Tribe changed from Chiefdom to Kingdom
🏛️ North tannaltanpur Tribe changed from Chiefdom to Kingdom
🏛️ New romnordorland Tribe changed from Chiefdom to Kingdom
🏛️ North belgarsolia Tribe changed from Chiefdom to Kingdom
🏛️ Old itztemmixco Tribe changed from Tribal to City-State
🏛️ Old zenmarviaia Tribe changed from Chiefdom to Kingdom
🏛️ Old vivarpur Tribe changed from Tribal to Chiefdom
🏛️ Great qinzhotailing Tribe changed from Chiefdom to Kingdom
🏛️ Old hanlilinguo Tribe changed from Tribal to Chiefdom
🏛️ Great lornaia Tribe changed from Chiefdom to Kingdom
🏛️ Tolcal Tribe changed from Chiefdom to Kingdom
🏛️ New nazen Tribe changed from Tribal to City-State
🏛️ South ranbelgrad Tribe changed from Tribal to Chiefdom
🏛️ Kindus Tribe changed from Chiefdom to Kingdom
🏛️ Old tansurnagar Tribe changed from Tribal to City-State
🏛️ Old hanlilinguo Tribe changed from Chiefdom to Kingdom
🏛️ Old hanlinling Tribe changed from Chiefdom to Kingdom
🏛️ North ashsam Tribe changed from Tribal to City-State
🏛️ New alvenromia Tribe changed from Tribal to City-State
🏛️ Old toltemyuctan Tribe changed from Tribal to Chiefdom
🏛️ Old kuskusintia Tribe changed from Tribal to Chiefdom
🏛️ South qoriqori Tribe changed from Tribal to Chiefdom
🏛️ South tupayakusmarca Tribe changed from Tribal to Chiefdom
🏛️ New quisoldusia Tribe changed from Chiefdom to Kingdom
🏛️ North mardusland Tribe changed from Tribal to City-State
🏛️ New ashbelad Tribe changed from Tribal to City-State
🏛️ New tanravar Tribe changed from Chiefdom to Kingdom
🏛️ Great zutanene Tribe changed from Chiefdom to Kingdom
🏛️ New lamofiofiene Tribe changed from Tribal to Chiefdom
🏛️ Chikase Tribe changed from Tribal to Chiefdom
🏛️ South vendor Tribe changed from Tribal to Chiefdom
🏛️ Old toltemyuctan Tribe changed from Chiefdom to Kingdom
🏛️ South tupayakusmarca Tribe changed from Chiefdom to Kingdom
🏛️ New kirihivaranginui Tribe changed from Chiefdom to Kingdom
🏛️ New tanngo Tribe changed from Tribal to Chiefdom
🏛️ Chikase Tribe changed from Chiefdom to Kingdom
🏛️ Old belgaria Tribe changed from Chiefdom to Kingdom
🏛️ New noralia Tribe changed from Chiefdom to Kingdom
🏛️ New xiarenguo Tribe changed from Chiefdom to Kingdom
🏛️ North belkalbelan Tribe changed from Tribal to City-State
🏛️ Great renxiaqinling Tribe changed from Chiefdom to Kingdom
🏛️ Old qintailing Tribe changed from Tribal to Chiefdom
🏛️ North qinxiazhoguo Tribe changed from Tribal to Chiefdom
🏛️ Old tarselvenburg Tribe changed from Tribal to Chiefdom
🏛️ Old temxocyuc Tribe changed from Tribal to Chiefdom
🏛️ North temcal Tribe changed from Chiefdom to Kingdom
🏛️ South qoriqori Tribe changed from Chiefdom to Kingdom
🏛️ North zhominling Tribe changed from Tribal to Chiefdom
🏛️ North qinxiazhoguo Tribe changed from Chiefdom to Kingdom
🏛️ New lamofiofiene Tribe changed from Chiefdom to Kingdom
🏛️ South vendor Tribe changed from Chiefdom to Kingdom
🏛️ Old kuskusintia Tribe changed from Chiefdom to Kingdom
🏛️ New kusqoria Tribe changed from Tribal to Chiefdom
🏛️ North intiayamarca Tribe changed from Chiefdom to Kingdom
🏛️ North nalnala Tribe changed from Tribal to City-State
🏛️ Old naterromia Kingdom changed from Tribal to City-State
🏛️ North zhominling Tribe changed from Chiefdom to Kingdom
🏛️ South calteotan Tribe changed from Tribal to Chiefdom
🏛️ North intiayamarca Tribe changed from Kingdom to Empire
🏛️ Great tanradesh Tribe changed from Chiefdom to Kingdom
🏛️ Old qintailing Tribe changed from Chiefdom to Kingdom
🏛️ South calteotan Tribe changed from Chiefdom to Kingdom
🏛️ Lorlinnagrad Tribe changed from Tribal to Chiefdom
🏛️ Old vivarpur Tribe changed from Chiefdom to Kingdom
🏛️ Great viaquinagrad Tribe changed from Tribal to Chiefdom
🏛️ New tanngo Tribe changed from Chiefdom to Kingdom
🏛️ Old tarselvenburg Tribe changed from Chiefdom to Kingdom
🏛️ Old itztemitz Tribe changed from Chiefdom to Kingdom
🏛️ South tolmixtempan Tribe changed from Chiefdom to Kingdom
🏛️ Lorlinnagrad Tribe changed from Chiefdom to Kingdom
🏛️ Garnabelland Kingdom changed from Chiefdom to Kingdom
🏛️ Ayaruminti Kingdom changed from Tribal to City-State
🏛️ Old varkanpur Tribe changed from Chiefdom to Kingdom
🏛️ Old temxocyuc Tribe changed from Chiefdom to Kingdom
🏛️ New kusqoria Tribe changed from Chiefdom to Kingdom
🏛️ Great ashtamum Tribe changed from Tribal to Chiefdom
🏛️ South rangihananui Tribe changed from Tribal to Chiefdom
🏛️ New ashashan Kingdom changed from Chiefdom to Kingdom
🏛️ Great ashtamum Tribe changed from Chiefdom to Kingdom
🏛️ New lambar Tribe changed from Chiefdom to Kingdom
🗡️💀 South vendor Tribe COMPLETELY ANNIHILATES New alvenromia Tribe!
   📊 Absorbed 77245 people and 626 territory!
🏛️ North ranlinranland Tribe changed from Tribal to Chiefdom
🏛️ North ranlinranland Tribe changed from Chiefdom to Kingdom
🏛️ Great viasollinia Tribe changed from Tribal to Chiefdom
🏛️ South rangihananui Tribe changed from Chiefdom to Kingdom
🏛️ Great viasollinia Tribe changed from Chiefdom to Kingdom
🏛️ Great zutanene Tribe changed from Kingdom to Empire
🏛️ New kanvivia Tribe changed from Kingdom to Empire
🏛️ Old belrom Tribe changed from Kingdom to Empire
🏛️ Old kazumaene Tribe changed from Kingdom to Empire
🏛️ Old ashsam Kingdom changed from Kingdom to Empire
🏛️ Great lornaia Tribe changed from Kingdom to Empire
🏛️ Kingdom of New ofingou changed from Kingdom to Empire
🛣️ Old belrom Tribe built roads to Romrommargrad Tribe (37 pixels)
🏛️ New belbarninum Kingdom changed from Kingdom to Empire
🏛️ Great esheshbelan changed from Chiefdom to Kingdom
🛣️ Great rangarmarstan Tribe built roads to Great viasollinia Tribe (44 pixels)
🛣️ South kannalpur built roads to Great tansurpur (34 pixels)
🛣️ South kannalpur built roads to Great shakannagar Tribe (50 pixels)
🏛️ Great rangarmarstan Tribe changed from Kingdom to Empire
🛣️ South solquiia Tribe built roads to Great viasollinia Tribe (33 pixels)
🛣️ Great rangarmarstan Tribe built roads to Great viasollinia Tribe (16 pixels)
🛣️ North naviagrad Kingdom built roads to Great rangarmarstan Tribe (88 pixels)
🛣️ Kingdom of New ofingou Kingdom built roads to Chiofiene Tribe (117 pixels)
🛣️ Kingdom of New ofingou Kingdom built roads to South kabarchiene Kingdom (69 pixels)
🛣️ Kamazuara Tribe built roads to Kingdom of New ofingou Kingdom (67 pixels)
🛣️ Old varkanpur Tribe built roads to Ranala (134 pixels)
🛣️ North naviagrad Kingdom built roads to South zenromgrad Kingdom (45 pixels)
🛣️ Kamazuara Tribe built roads to Chiofiene Tribe (123 pixels)
🛣️ Empire of Great terterstan built roads to Great viasollinia Tribe (16 pixels)
🛣️ South zenromgrad Kingdom built roads to Empire of Great terterstan (66 pixels)
🛣️ North garterkingrad Kingdom built roads to North naviagrad Kingdom (58 pixels)
🛣️ South tantan Tribe built roads to Kingdom of New sursur Kingdom (48 pixels)
🛣️ Kamazuara Kingdom built roads to New ofisetanara Kingdom (128 pixels)
🛣️ Kingdom of New ofingou Kingdom built roads to Chiofiene Tribe (117 pixels)
🛣️ Kingdom of New ofingou Kingdom built roads to South kabarchiene Kingdom (69 pixels)
🛣️ South tantan Tribe built roads to Kingdom of Old tanmitvarpur (60 pixels)
🛣️ Empire of Great terterstan built roads to Great viasollinia Tribe (16 pixels)
🛣️ North tanofiara Kingdom built roads to Kamazuara Kingdom (96 pixels)
🛣️ Empire of Great tantanene built roads to Kingdom of South lamzua (108 pixels)
🛣️ Kamazuara Kingdom built roads to Kingdom of New ofingou Kingdom (67 pixels)
🛣️ North garterkingrad Kingdom built roads to South naquiquiland Kingdom (91 pixels)
🛣️ Empire of Great tantanene built roads to Old zulamara Tribe (98 pixels)
🛣️ Great seofiu Kingdom built roads to Kingdom of New ofingou Kingdom (96 pixels)
🛣️ North tanofiara Kingdom built roads to New ofisetanara Kingdom (153 pixels)
🛣️ Empire of Great terterstan built roads to New kinquisolstan Kingdom (42 pixels)
🛣️ Kingdom of New ofingou Kingdom built roads to Empire of Great machilamara (167 pixels)
🛣️ South zenromgrad Kingdom built roads to New kinquisolstan Kingdom (22 pixels)
🛣️ Tantanu Tribe built roads to Empire of Great machilamara (111 pixels)
🛣️ North naviagrad Kingdom built roads to South zenromgrad Kingdom (45 pixels)
🛣️ Kamazuara Kingdom built roads to Chiofiene Tribe (123 pixels)
🛣️ South naquiquiland Kingdom built roads to North naviagrad Kingdom (43 pixels)
🛣️ Empire of Great tantanene built roads to South chiofizuu Kingdom (120 pixels)
🛣️ Great seofiu Kingdom built roads to Kamazuara Kingdom (72 pixels)
🛣️ Kamazuara Kingdom built roads to New ofisetanara Kingdom (128 pixels)
🛣️ Empire of Great machilamara built roads to South arbelkalad Kingdom (94 pixels)
🏛️ North tanofiara Kingdom changed from Kingdom to Empire
🛣️ North tanofiara Kingdom built roads to Great seofiu Kingdom (95 pixels)
🛣️ Kingdom of New ofingou Kingdom built roads to Tantanu Kingdom (147 pixels)
🛣️ Great zuofiene Kingdom built roads to Kamazuara Kingdom (132 pixels)
🛣️ Great seofiu Kingdom built roads to Kingdom of New ofingou Kingdom (96 pixels)
🛣️ Empire of Great tantanene built roads to North seseene Kingdom (96 pixels)
🛣️ North garterkingrad Kingdom built roads to Great kandranala Kingdom (120 pixels)
🛣️ North naviagrad Kingdom built roads to North garterkingrad Kingdom (84 pixels)
🛣️ Tantanu Kingdom built roads to Great seofiu Kingdom (60 pixels)
🛣️ North tanofiara Kingdom built roads to Kamazuara Kingdom (96 pixels)
🛣️ Great seofiu Kingdom built roads to Kamazuara Kingdom (72 pixels)
🛣️ South lambarchia Kingdom built roads to Empire of Great tantanene (84 pixels)
🏛️ Old chizuu Kingdom changed from Kingdom to Empire
🛣️ South ngolamtanara Kingdom built roads to Great seofiu Kingdom (108 pixels)
🛣️ Kamazuara Kingdom built roads to New sesea Kingdom (96 pixels)
🛣️ North naviagrad Kingdom built roads to Great kandranala Kingdom (177 pixels)
🛣️ North tanofiara Kingdom built roads to Great zuofiene Kingdom (60 pixels)
🛣️ Great zuofiene Kingdom built roads to Great seofiu Kingdom (131 pixels)
🛣️ Tantanu Kingdom built roads to Empire of Great machilamara (111 pixels)
🛣️ Empire of Great tantanene built roads to Kingdom of South lamzua (108 pixels)
🛣️ New sesea Kingdom built roads to New ofisetanara Kingdom (105 pixels)
🛣️ South lambarchia Kingdom built roads to North seseene Kingdom (60 pixels)
🛣️ South ngolamtanara Kingdom built roads to Great chisemaa Kingdom (204 pixels)
🛣️ Empire of Great tantanene built roads to Old zulamara Tribe (98 pixels)
🛣️ North tanofiara Kingdom built roads to New sesea Kingdom (96 pixels)
🛣️ New sesea Kingdom built roads to Great zuofiene Kingdom (156 pixels)
🛣️ Great seofiu Kingdom built roads to Great chisemaa Kingdom (312 pixels)
🛣️ Empire of Great tantanene built roads to South chiofizuu Kingdom (120 pixels)
🛣️ Great zuofiene Kingdom built roads to Old chizuu Kingdom (156 pixels)
🛣️ Kamazuara Kingdom built roads to South zumaseara Kingdom (120 pixels)
🛣️ Tantanu Kingdom built roads to Kingdom of New ofingou Kingdom (147 pixels)
🛣️ South ngolamtanara Kingdom built roads to Tantanu Kingdom (94 pixels)
🛣️ Kingdom of New ofingou Kingdom built roads to South zumaseara Kingdom (96 pixels)
🛣️ Great seofiu Kingdom built roads to Kingdom of New ofingou Kingdom (96 pixels)
🛣️ South ngolamtanara Kingdom built roads to Great malamchiu Kingdom (216 pixels)
🛣️ New sesea Kingdom built roads to Great mamabara Kingdom (156 pixels)
🛣️ Great zuofiene Kingdom built roads to Kamazuara Kingdom (132 pixels)
🛣️ North tanofiara Kingdom built roads to Great mamabara Kingdom (132 pixels)
🛣️ Great seofiu Kingdom built roads to Kamazuara Kingdom (72 pixels)
🛣️ Empire of Great tantanene built roads to North seseene Kingdom (96 pixels)
🛣️ North lamchitanu Kingdom built roads to Empire of Great tantanene (144 pixels)
🛣️ Tantanu Kingdom built roads to Empire of Great machilamara (111 pixels)
🏛️ South zenromnaland changed from Chiefdom to Kingdom
🛣️ Kamazuara Kingdom built roads to New tantanse Kingdom (156 pixels)
🛣️ South lambarchia Kingdom built roads to Kingdom of South lamzua (132 pixels)
🛣️ South ngolamtanara Kingdom built roads to Great seofiu Kingdom (108 pixels)
